sequence,label
After 12 years this song still super hit❤,1
2022 and future you are listening now,1
"Jump to 2:02, you going to find drake.",1
loved,1
This era was fun!,1
This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. just want to send love to everyone and want everyone to know things will get better. We are in this together.. love you ❤️,1
bro went full simp,1
still trash,0
love her song.,1
You so much good,1
01:15 lmao we got Drake there,1
have never heard such good song you are my idol justin bieber,1
was 13 years old when this song came out we use to play this with my friends now gosh ' 24 but still love this song 🥰,1
Why are you here? Why are you alive?…,1
very cool!!!!!!!!!!!!!!!!!!!!!!,1
Interviewer : what you want in life Justin bieber : baby,1
This Ten is so Cool,1
Bros like what? 10 something years old,0
love this song 😍😭,1
Iike it,1
Bros married now,1
Degenerocity' cover singing in his video was better ngl (this isn' joke that shit was kind of catchy for some reason),1
like this song because it said like baya bayb,1
No.Ads Cred For Credit Card Am Interested In My Account MoNey So Try it✨👍,1
song that is one of the old memories miss to hear this is masterpiece that it does not age,1
The nostalgia hits hard was baby when this was released and now 12 years old. Rodrick’ version is funnier though,1
This is amazing song but musical World is clip of 💓 heart',1
keep going you are very good,1
"Shah is Alla of friend, naib",1
still one of the song of all time,1
😉😉,1
Hello people from 2020 and 2021 and 2022 looking back at this song feel like he sounded like 6 year old-,0
very nice song and the music was great for the video and empires it is very best,1
' still courious about the female model. What' her name?,1
Love Justin Bieber songs ♥️,1
My young sister listen this song again and again she loves the song😚,1
Jaistin bibar free firee cartar congratulations,1
"nice,",1
Still going crazy'.....,0
1:14 Drake has made his appearance.,1
"Oh my god, lot of memory in this song, also my mom in heaven",1
Listen to it since was two and still go crazy,1
Yea lived to tell the tale,1
This song is serpant(Greek),0
this is that justin bieber from where he began to rise,1
쨩,1
2022 yes 🤗🤗,1
Those listening in 2022 Give your attendance here 👇,1
Your videos are the best from me Mia,1
#Justin,1
Baby song,1
❤think song,1
Tiba2 trending,1
Passed time Smashed thoughts Want to shine İn the shadow of the pain Colors faded Feelings died Saved from Dimmed rooms Loving you İn the middle of night Bloomed again Feel the rain Before long Turned black Again İmbed rose İn my heart Pumped you To my inside.,1
🇮🇳💕,1
"Hey guys! Please like, comment, share, and subscribe to my new YouTube Channel ""Iconoblast444""... Channel will follow anything and everything music and would not be possible without the viewers like you! :-) so get on over there and hit that subscribe button! And never forget, that little can go long way! Thanks! ;)",1
Legend watch in 2022,1
This is so good oh my God you look so cute,1
Honestly when was about 11 or 12 was spending and dancing with my sister to this song.,1
This song came out 12 years am still listening this song🎧🎧,1
"When was kid memorized this song, loved it that much, my opinion hasn' changed",1
wow 70 million subcriber,1
This song has more dislikes than likes 😅,0
"Baby oh, baby oh😌🤌🤣🤣🤣",1
Who else is watching this again in 2022?,0
Its weird that it still makes the same pop,0
🤢🤢🤢🤢🤢,0
My childhood song never forget,1
What is Drake doing there? 👀,0
"Ahh, Those days, Those childhood memories. Nostalgia hits hard. 😔 wish remained child. 😔",1
He is like 13 and have GF am 15 and still don' allowed to have GF,0
Who know his age 🥰🥰,1
It is very nice voice .keep it up,1
🇧🇩2022 🥰,1
Kavya,1
was 15 when first heard this and now ' 27 listening to this 🤣🤣,0
Love dis song ❤️❤️❤️❤️💕,1
"When this song first came out, was in middle school and friend had convinced me to write horrible, hater comment on this music video. Justin Bieber suffered lot throughout his stardom. My adding to the online hatred didn' help and regret subcumming to the peer pressure of hating on him, questioning his sexuality and purpose for living. ' really sorry JB! Nothing but peaceful respect from here on out. Stars suffer so much in the spotlight, and you know what, they are humans like us and should not be ridiculed.",0
1:14 -drake??,0
It' 2022 still it sounds amazing,1
Feels crazy on this song,0
"don' care what anyone says, this song is bop",1
My Favorite song,1
Woowoowo,1
You are so amazing and cool 😎🆒,1
Never gets bored Never gets old Never losing interest This song is masterpiece,1
What fantastic song crusial line...,1
Nicelooking,1
For my mom...,1
Anyone still here?,0
"Impossible no one likes this song as much as do, who likes it more than like it ' from Brazil Paraná 🔥😍😍",1
like love song so much,1
love like song,1
love it,1
1:15 is that Drake???,1
😍😍😍💋💋👄💖💖💖,1
Your are very special,1
Justin Bieber baby,1
Love from Pakistan✨✌🏻❤️ Childhood memories 💜,1
did just saw drake in the vid,1
😔💗💗💗,1
2070😊,1
2070,1
married? my cuz want to married him,1
omg is this song 😃😃,1
Like Rollie Angel Moonshy,1
Destinye Løve an Doggy Pawz,1
Hhhhhhhhh,0
Aseloleeee,1
1:14 Ayo is that drake????,1
Baby baby oh like baby,1
Ay can' believe this disney channel program got 2.8 billion views,1
Baby is the biggest smash hit of all time in music history. This never get old.,1
Rodrick did better,1
coming in 2022,1
14years on this earth and just realized drake is in the video,1
Crazy that its 12 years ago and Justin Bieber is not kid anymore😊,0
Feels cozy to see the like ratio surpassed dislikes.,1
1:15 damn drake is just standing there like actor that is how old this is,0
lol top 50 global even after 12 years 🔥🔥🔥,1
After 12 years 😢 hearing this song again 🥹 missing my childhood memories alot 😫,0
any one from bangladesh ???,0
watch this song 12years later,1
Love from Bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩 2023,1
In sep 2022🔥,0
STILL FRESH VIBE 🔥,1
"know you searched this up on purpose, I AM TELLING EVERYONE !",1
love you😘,1
2010 have 2years only love your songs forever Love from chicken tikka,1
🎧🎶😎,1
"When was 8 years old, now ' 13. still like this song. ' from Thailand.",1
This song is crazy and popular,1
"The world used to hate him, however we can' deny how talented he is. He' legend ♡Justin Bieber",1
12 years ago already this came out when was born love this sing it all the time love so much ❤️❤️,1
For real,1
hood classic,1
don' believe he could have done it 12 years ago,1
Oh My memory,1
2010 was 10 . Now ' 22 . 😭 still watching 💗,0
Let' see who listens this song in September 2022,1
Justin Bieber vz ben,1
let us be honest you come here for the rap,1
can you must and 🇺🇸,1
👍👍❤️😊😊🙌,1
13 god sameeee,1
How are well coomblw neves domply happy hour guankl never belew bady dabolw bompl and 🇺🇸 thack you Justin Bieber,1
When am 2 year than this vdo is uploaded 😆,0
Most dislike video in YouTube 🙂,0
2022 ' still listening 😎🥰😍,1
this is banger,1
The best song 've ever heard,1
Woy,1
Hi justin,1
Still here. 🗿,1
LIKE SO MUCH THIS SONG . JB ♥,1
hate this song becouse it is not good song,0
How was this 12 years ago??,0
Watching from tamilnadu,1
Hey ' here on mission too listen all this classic hit,1
The song came out before was born ' 7 years old by the way,0
owuoooo,0
this is my hardcore cover,1
time flies baby,1
This so old he had up and coming star Drake in it,0
Clik Link,1
shut up bro this song is such my girl is on the app man chill out,1
Most,1
god dayum do not forget to like and subscribe for more banger songs,1
Oh yeag no dislikes this is epic,1
She is my cat,1
what does justin beaver sound like girl?????????? what??????????????,0
feels like yesterday,0
"10 year old me was trippin, this song is bop",1
AIINNN BAAABBYYYYYY,1
all these years later only now realized drake is randomly in the video as well at 1:14,1
dude cannot even love this song it on reapeat right now,0
2022 ??,0
DRAKE!?!,1
Haha you are not listening this alone in 2022,1
"2010 song that came out now 2022 how fast will the time pass, listened to 2010 song when was little was 13-14 years old but now am 16 years old🇦🇿🇦🇿🇦🇿",1
Please someone like this comment so in one or two years can come back and play this song it hits after 12years still so cool,1
OMG Jus was sooooo babyyyyyyyyyy🥺🥺🥺🥺🥺🥺❤❤❤,1
👍👍👍👍👍👍👍,1
Worst song everrrr,0
The way we all come back 😂😭,0
Times were easier back then 😭😭,0
Anyone watching this masterpiece in 2022....,1
Now he needs drugs to live,0
Kid: *Likes this song* Dad: That' it ' gone.,1
Mzk,1
Kwos39,1
.,1
Why think about dislikes when we have this masterpiece?💗,1
WHO REMEMBERS THE GREEN/RED BAR OF LIKES AND DISLIKES THIS COUNTRY HAD VALUES.,1
Man this song slaps🙃,1
Super dumb music,0
Who still listen in 2022??,0
😘😘😘😘😘😘😘😘😘,1
huh what is that haircut,0
Miranda,1
👍👍👍👍👍❤❤❤❤❤❤❤,1
Now😂,0
This is just sad how gay this is and people like it Ig like what you like 😂,0
Hi mc,1
This kid is married now,1
he is so cute when he wrote that song 😍,1
2023😆🧐,1
miss those days when real saw him 😪,0
who only understand baby baby,1
Legend' still watching in September '22🔥👑😍,1
Those who are listening this in 2022 September,1
"Used to listen when was 4 or 5 yrs old , now i am in 14 and still here",1
JUSTIN BIEBER IS MY FAVOURITE....... And this song😍😍....no comparision♥️♥️♥️♥️....feeling nostalgic everytime after listening this song❤️😍,1
Light?😨,0
Are you alright my darkest star😉 . Love from New Delhi,1
my fvt song all time 🥰💕🇧🇩,1
was 1.5 years old when the song had released 🤣🤣,0
its surprising how this song is still popular,1
just want to wake my friend,1
Who still enjoys this song🤤🤤🤤,1
am stinke babe Becus am stupid ciken wing fist lov craze ho it is song cam ot 12 yers ago and still hits the sam,0
wow so cool,1
Where at,0
"Better don' dislike this, BETTER DISLIKE SADAK 2",0
Amazing song viry Nice,1
know you love me know you care you are my love and will never ever be boy and ' little love you there and you are alone and will never ever be apart and was like baby baby baby oh like baby baby baby and would never ever be hug,1
know you love me know you care Your Love and don' and was like baby baby baby oh,1
It' 2022!!,1
After 12 year,0
Nice 👍🏼,1
What is the pure definition of cringe? sent this link:,0
Love this song listening after long time,1
Is it just me or does justin look better when he was young,0
12yrs passed 🤯 still active comment box,0
Selenaaaaa ❤❤❤❤,1
know always say to my friends that hate this song but actually like this song even though stream the remake version title name is crush na crush na kita,1
Is that Drake at 1:14 omg!!!!,0
New song 2050,1
love you Justin Bieber 💜🇵🇭,1
after 12 years this song is amazing 🥰,1
lovee this song so much 😘,1
Minta tolong Justin Bieber datang play Devina Justin Bieber,1
am here 😭 again 12 yrs passed,0
this song is rembermer me young life,1
13 year go but now looking like love 4 ever 17 September 2022,1
Never get old 🔥,1
This song had me dead,0
JB.. Babyyyyyy 😘❤️🔥👌.....September 17 Saturday 10.57 AM,1
😍✨,1
Create,1
MARAVILHSOSOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,1
you are my first love when was 2 years old.,1
so like where the fit from,1
Best 3 minutes of my life,1
What’ the song called?,0
OK kind of catchy but they were still children like 13 too young to be broadcasting i am going to,0
Baby baby baby ohhhhh,1
Aww. He sang this back before his voice changed.,1
was 7 when heard this and now am turning 20 in couple of months. still have crush with lil Justin so talented and so cute 💜,1
Any Free Fire player hare🐸🤣,0
DRAKEEE???????,0
😘😘😘🇧🇷🇧🇷🇧🇷🇧🇷,1
"We were playin guess the lyric at work, put lyrics from this song and nobody knew it. ’ done with humanity",0
didn’ know Ludacris looked for girls on the playground 🤔put the peice of candy down and step away from the sand box,0
Yea want your love but have it giving away to you are married so you are heart went on you are left and she is happy gave her you are love,1
Legend 🔥,0
siiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1
like the part that someone looks like drake that is like 17,1
Hi Brazil,1
Justin Bieber this song is fire it' lit,1
As kid fucking hated this song and Justin Bieber. As an adult this song is good childhood memory,0
me telling in the future please bring thease beats back people like come on this is art comparing to 2022,0
song name?,1
Amo 💓,1
This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. just want to send love to everyone and want everyone to know things will get better. We are in this together.. love you..❤,1
This song still classic untill now amazing,1
wtf is drake doin there 😭,0
Still banger !🔥♥️,1
👊👊,1
jlou,1
1:14 bruh is that fucking Drake,1
👍🤩,1
VH1 Channel... School Days.... Baby Song... What Legendary days..👌🔥🔥,1
*No beco ela me mamou uai*,0
💗💖,1
this song never gets old ❤️❤️❤️2022 WHO watching 😍like here,1
The first English song ' heard❤️,1
""" 16 September 2022 Let' see how many legends are listening to this masterpiece . By far one of the most popular songs ever even after 12 year' """,1
Omg love csn get child from you,1
To this Song got married,1
Tamos crazy,0
"When , was 13 had my firt love",1
Jai Shree Krishna,1
Love from Pakistan,1
Fact : More than half of worlds population.. Atleast one time heard Baby in their lives,0
"And will be there you want my love and cannot believe we were, to gather",1
You know you love me know you care shout when ever,1
This is the best song in whole world no one can beat this,1
Bluetooth era is best,1
god can' believe was just 8 when it came out and weirdest thing ' crushing over under his boy feline ashamed but actually he is way older than me 😅 very complicated😵😂,0
❤Baby The best Song❤,1
Love This Song,1
Ludacris part is probably the worst. You better keep your hands on the steering wheel ludacris,0
Love from Bangladesh 🇧🇩💝,1
can' believe it' 12 yr old,1
"When this MV just published, dislikes are more than likes. 12 years later, the likes lean.",1
love it this song 💕,1
' not of 12 year right now🔥,0
May JB get well soon quickly...🙏,1
Baby Baby Baby oh!! 😂,1
Wha,0
Don' worry am also here from 2022,1
❤Can please reply does just let me 🎉thank you for letting what you do for us Thank youuw❤😂🎉😢😮😅😊 Sahafeen love miss you too much for coming today and yea please call 20minutes,1
My little brother and his friends that were born after 2010 know this song!! Ain' that song is the legendary?,1
My favourite singer 💕💖🤩🤩🥰,1
Most classic song to me😀,1
Hi Justen Bebar Your Big Fanes,1
Amooooo,1
2022 🖐️🖐️🖐️🖐️,1
"The hot huge yard unfortunatly tap because deer splenomegaly change afore important crime. onerous, crazy fine",0
aim from Bangladesh,1
wish could be half the man Justin Bieber is!! LOVE HIM!!,1
was that drake man was this age to know he was there,1
This song was released 1 month before was born,1
My name Devina like myusic take bath eat nuyuci butuh TKW enggak men butuh panggil mother moifa,1
hhh,1
' 12 years old now💗💗💗,1
This is my favorite songs love it and Justin bieber is my favorite male singer and love him ❤,1
Wiz Khalifa - See You Again In Hell ft. Charlie Puth [Official Video] Furious 7 Soundtrack,0
2022 Am here,1
Best song ❤,1
Like you,1
Crazy how this song came out 12 years ago and still hits the same,1
1:14 drake' chillin,1
Almost as good as Joel960 music,1
The king 👑 off music industry 💟💟💟🥳😍,1
Ohhh you know you love me. We are just friend About you saying,1
2022 hello somebody,1
2022 still listen to this song,1
Bro this is the most viewed video on YouTube history right now with the population of people on this plant be 7 billion this has 2.8 billion 😳,1
damn this song slaps,0
Nice 🎵,1
Congratulations to justin bieber to complete 70 million milestone,1
Remind me of my childhood getting ear treatment after got ear bleeding,1
True,1
Love from india🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 Very famous song among people in india,1
This song hits different,1
This kid tried to steal monkey so there' that...,0
when baby came out was born,1
16 september 2022,1
"The first time heard this song, thought in was girl singing",1
This song will always go down in history love you Justin ❤️,1
Fr 🎉,1
2022 anyone??,1
this is not becoming my favorite song is it,0
slaps,0
Geol,1
When MTV didn' suck!♥,1
Shyra love you.,1
Bye.,1
' nee need new girl.,1
my favorite!! 🥺💍,1
BABY BABY 🤩,1
"Letra en ingles. Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",1
This song is so popular,1
Most of the my favourite song 😍,1
🙇🙇🙇🤟🤟🤟,0
' here,1
16 sept.2022 😍❤️again🔥,1
INDIA 🇮🇳 INDIA,1
Its unbeliveable how after 12 years this song is still trash,0
Very nice Justin Bieber ♥️🥰,1
very nice this song,1
Hello from Brazil 🇧🇷,1
love you❤❤,1
😍😍😍😍😍😍😍😍😘😘😘😘😘,1
Any legends here who is listening this song in 2022¿?,0
Its september 2022 how many legends come here everyday!❤❤,1
Meow,1
🥺💗,1
🥺😣😭😭😭,0
🛩🛩🛩🛩🛩🛩,1
🛩🛩🛩🛩🛫🛫🛫🛫🛫🛬🛬🛬🛬🛬🛬,1
think am in love with him,1
This song is never going to be old 😌 since 12 years is past but now also whenever heard this song feel like amazed 😘❣️,1
This song is so nostalgic omg…,1
This song makes my heart melt and brings back so many good memories 🥰❤️🥰,1
# tnx for give chance to understand the meaning of true love 💝,1
kill me.,0
too good,1
From class 2 to 10...... Bluetooth from YouTube......still here,1
💕💞Super crazy song 😍,1
1:20 drake????,0
love you my favourite singer,1
Never realized that drake was just hanging around like that 😂,0
Baby justhin. 🥰,1
cannot believe that Justin was celibrity when he was like 12 yrs,0
never can' understand that why like this song,1
knew saw drake,1
Crazy fans of JB .who are listening this song in sept 2022.🥰,1
Amazing 😍,1
AYO I AM NOT OLD!!! but love this song!!😁,1
Nice children very nice song,1
Aftr 12years,1
such cute song and voice,1
When this song came out was only 15 Days old 😅,0
I Do Not Know why woke up this tune come to my head ain' heard it since was like 15 now almost 27 put the tune on it skip straight to 1min.30 sec of the song wierddd asf 😂,0
Why is this disliked song,0
Cool song 🔥🔥,1
"When was 17, love this song and listen every day and still now!",1
was drake always in this?! 1:21,1
wonder if there' song that has more comments than this song,0
Good health to everyone in the world ❤❤❤❤❤❤,1
Love you Justin!!!,1
09/15/2023☝️,1
' just glad he got rid that hair style 🤷🏻‍♀️,1
WHY DISLIKE HIDE NOW 🤣🤣🤣🤣🤣,0
"Trust in Jesus, Hell is real and eternal! This is what the Bible says about it.. ""The Son of Man will send out his angels, and they will weed out of his kingdom everything that causes sin and all who do evil. They will throw them into the blazing furnace, where there will be weeping and gnashing of teeth."" Matthew 13: 41-42 Jesus Christ is the only way to heaven "" am the way, the truth, and the life no one comes to the father but by me."" John 14:6 Ask God to reveal this to you- He will! ""For all have sinned and fall short of the glory of God."" Romans 3:23 ADMIT THAT YOU ARE SINNER. We have all broken God' laws and ten commandments.. ""Thou shalt not lie, steal, covet, dishonor parents, take God' name in vain..""(Exodus 20) We do not have righteousness on our own to get to heaven, ""God made him (Jesus) who had no sin to be sin for us, so that in him we might become the righteousness of God."" 2 Cor. 5:21 Godly sorrow leads to genuine repentance for sinning against the righteous God and there is change of heart, we change our mind and God changes our hearts and regenerates us from the inside out. ""But God commended His love toward us, in that while we were yet sinners Christ died for us."" Romans 5:8 BELIEVE IN YOUR HEART THAT JESUS CHRIST DIED FOR YOUR SINS, WAS BURIED, AND THAT GOD RAISED JESUS FROM THE DEAD. This is trusting with all of your heart that Jesus Christ is who he said he was. He saves us from sin and the lake of fire, “the smoke of their torment goes up forever and ever and they have no rest day and night” Rev 14:11 ""For whosoever shall call on the name of the Lord shall be saved."" Romans 10:13 CALL UPON THE NAME OF THE LORD. This is trusting with all of your heart that Jesus Christ is who he said he was. Every single person who ever lived since Adam will bend their knee and confess with their mouth that Jesus Christ is Lord, the Lord of Lords and the King of Kings. Read the Bible, Walk with the Lord and give your life to Him!",1
This song is old as me,0
🙈🙈,1
What is drake doing there??!! 😶,0
haters,0
this song gets worse everyday,0
1000,1
2000,1
Te Baby,1
This song is for all ages 💜 love it,1
"the dance moves, the clothes, the song, damn miss the early 2000s",0
"[Intro: Justin Bieber] Oh, woah-oh-oh-oh-oh Oh, woah-oh-oh-oh, oh Oh, woah, oh-oh-oh, oh, oh-oh, oh, oh-oh, oh [Verse 1: Justin Bieber & Ludacris] You know you love me, know you care (Yo, uh-huh) Just shout whenever and will be there (Yo, uh-huh) You are my love, you are my heart (Yo, uh-huh) And we will never, ever, ever be apart (Yo, uh-huh) Are we an item? Girl, quit playin' (Yo, uh-huh) We are just friends, what are you sayin'? (Yo, uh-huh) Said, ""There' another"" and looked right in my eyes (Yo, uh-huh) My first love broke my heart for the first time, and was like (Yo, uh-huh) [Chorus: Justin Bieber] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine [Verse 2: Justin Bieber & Ludacris] Oh, for you, would have done whatever (Yo, uh-huh) And just can' believe we ain' together (Yo, uh-huh) And want to play it cool, but ' losin' you (Yo, uh-huh) will buy you anything, will buy you any ring (Yo, uh-huh) And ' in pieces, baby, fix me (Yo, uh-huh) And just shake me till you wake me from this bad dream (Yo, uh-huh) ' going down, down, down, down (Yo, uh-huh) And just can' believe my first love won' be around, and ' like [Chorus: Justin Bieber] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine [Verse 3: Ludacris] (Luda) When was thirteen, had my first love There was nobody that compared to my baby, and nobody came between us nor could ever come above She had me going crazy, oh, was starstruck She woke me up daily, don' need no Starbucks (Woo) She made my heart pound, and skip beat when see her in the street and At school on the playground, but really want to see her on the weekend She knows she got me dazing because she was so amazin' And now my heart is breakin', but just keep on sayin' [Chorus: Justin Bieber] Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine Baby, baby, baby, oh Like baby, baby, baby, no Like baby, baby, baby, oh Thought you' always be mine, mine [Outro: Justin Bieber] ' gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Yeah-yeah-yeah, yeah-yeah-yeah) Now ' all gone (Gone, gone, gone, gone), ' gone",1
TH,1
Because like this song is my favorite song in the whole entire universe,1
wow !! 12 years ago and this song still slaps hard😭❤️❤️,1
Love theodore,1
The fame ruin this kid' life. He was great human being but he took so many bad decisions.,0
"Oh sugar, it' okay, feel sorry for you sweetheart, have the same problems you are going through, you poor sweet heart COL 😭😭😭😭",0
Justian,1
"This song dropped when was 7 and ’ just now figuring out drake was in the video, 😂😭. Also all this time thought JB was homeless kid found off the streets and dropped this. Oooooof",0
"yeah maybe it isn' musical masterpiece but does it even matter? It' catchy and it brings back so many memories :"") ' sorry for all the hate he received for this by the way",0
Now and then justin is so rude he is the worst💩👿😡🤬,0
Drake and Ludaris 👍👍,1
Your songs are very nice keep it up 👍🏻,1
💕💕💕😘😘😘,1
just loveeeee this song sm it just hits my heart ❤️ love it,1
love you so much Justin Bieber 😍😍😍😍😍😍😍🖤🖤🖤🖤❤️❤️❤️❤️💜💜💜💜♥️♥️♥️💞💞💞💞💙💙💙💙😚😚😚😚😙😙😙😙😘😘😘😘💗💗💗💗💓💓💓💓👑👑👑👑💕💕💕💕💖💖💖💖💖💋💋💋💋💋💋💋💋💋💞💞💞💞💞💗💗💗💗💕💕💕💕🎂🎂🎂🎂🎂🎂💓💓💓💓💓💓💋💋💋💋💋💋❤️❤️❤️❤️❤️💜💜💜💜💘💘💘💘💘💖💖💖💖💖💖💝💝💝💝💝💙💙💙💙💙💟💟💟💟😍😍😍😍💚💚💚💚🎁🎁🎁🎁🎁💛💛💛💛💛💛💛🎈🎈🎈🎈🎈🎈😘😘😘😘😘😙😙😙😙❣️❣️❣️💄💄💄💄💄💏 me and you,1
' coming home Ashley 💖😃☺️,1
🗿👏🏼🔥,0
The best of Bieber,1
Brings back 2012 days😩🙌🏼,1
⁸xghuurff8q8vhj,1
2022 time flies fast,1
this kid is celebrating his 4th wedding anniversary with his wife hailey bieber today. Time flies.,1
Sep 2022?,0
2022 ♥️,1
Who' is listing this song in 2022,1
They took the dislikes off 💀💔,0
Alisha,1
lindo,1
2022 who is still here🖐️,1
Who is lestening now,0
Great music video,1
😍👍💓,1
love this song the most,1
This is good Song 👌👌,1
May god bless you inchallah and may god inchallah make your Dreams Come true inchallah yareb,1
Bro is soooo cool get 100m sub bro,1
Ver good Get the song👇👇👇👇👇👇👇,1
who is still listeng to this perfect music 2022,1
12 years ' 13,1
Nice song ❤️❤️❤️,1
🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩from Bangladesh😘,1
"""sep 2022"" let' see how many people are watching this ❤️",1
see it after 12 years 😀😂,1
Hi ' fan and love you as frin,1
really like this song. Justin Bieber' This song is very good,1
The comments are so fresh....,1
LUDAH!!!,1
😍😍😍😘,1
It' the first song that introduced to youtube.,1
After 12 years here am watching his vm. Yr.2022,1
"BABY, BABY, BABY OHHHH 🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻",1
2022 🇧🇷🇧🇷🇧🇷🇧🇷,1
kj,1
Karim,1
2022 people?,0
Justin drink😉,1
Famous,1
This song has whole different vibe man,1
After 12 years,1
Remember when every teenage boy had long bowl hair like Justin? Good times.,1
How did he made this song wasn' even born plus he looks like teenager,0
"*""' gone""* Dang felt that",1
12 years and ’ still here alive 💯 miss these days to be honest,1
2022 🇹🇭 09/22,1
😍😘Shorm,1
"everybody, shake your body while watching it in slowmode",0
love you happy 💁💃🙆🙍🙎🙋🙅👋👋👏👋👏👋👏💍🙋😍➡🍔🍟🍖🍝🍮🍨🍩🍫😘❤,1
love happy😊 👉👈😇,1
"Let' be real, this man completed our childhood",1
Love love love love love love you😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1
Love you😘😘😘😘😘😍😍😍😍😍😍😍,1
Beyby beybi hohoho,1
This kid has child now we are old,1
Oi 🥰🥰🥰🥰Nayara 🥰🥰🥰,0
Hey guys,1
OMG He has 70 mil suds!,1
love the song abrianna,1
22 mln likes 14 mln dislikes,0
Justin just have drake before his music carrier start 😳,0
love you,1
2022 anyone 💔🤣 saw this grow up and now he' married 💔🤣,1
"This song remind me my first love, when was 16.",1
Df,0
"Haha, ' the last to know about the song, even though had memorized it",0
good were,1
good movie were movie,1
Angrez nibba 😂,0
Justin bieber fan' from Bangladesh😍😍🤟🤟,1
What musc boa,0
infant infant infant calalalalala,1
My heart is still breaking for this Justin 😍❤️😭,1
❣❣🦋,1
How does this have so many views,1
How much years old was he when he did this song?? I Am new belieber So plsss tell,1
Marvellous 🙂,1
Te amarei eternamente Justin Bieber 😍😍😍,1
Joyita 😍,1
Listen your song now we are baby to adult ❤️,1
Justin Bieber look was good before 12 years 😂🤣,1
This song never gets old can listen to it my whole life.,1
Oh waw,1
' here to search for hate comments on this video.,0
Who listen 2022,0
Like Michael Jackson,1
2022 awesome 💗😎,1
Crazy song 😍,1
