sequence,hf_prediction,hf_predicted_score
does anyone even know why drakes just like there,0,0.932438313961029
Certified hood Classic,1,0.9671633243560791
Sad that the dislikes are gone,0,0.9906937479972839
Fak this,0,0.9537619352340698
11m dislike in this song lol 😂,0,0.9937482476234436
Unbelievable.............. just perfection,1,0.9964552521705627
My 2019 memorys,1,0.7328176498413086
"Fun fact: despite all the dislikes, this song is fucking banger",0,0.7851086258888245
"didn' remember how clear his tone was, waouh!",1,0.6590827703475952
It' 2022 now.,1,0.6044619083404541
"Now ' all gone, am goneeeee😊",1,0.9066649079322815
Just came back to give this another dislike :),0,0.9962926506996155
Hello memories ❤️,1,0.9969097971916199
This song gives me feeling like am still in the good old days like 2011 2012,1,0.9938198328018188
😋😋😋,1,0.9781759977340698
wished this was tied for the mosted disliked video since this is so cringe,0,0.9941113591194153
Ai love,1,0.9955928921699524
love your songs Justin Bieber my sister my big sister does too,1,0.9964860677719116
super ameizing ❤❤❤❤❤❤❤,1,0.9983856081962585
Musica boa,1,0.7673954963684082
any 2022 like,1,0.9756054878234863
Must must must must,1,0.8530908823013306
Apka ahi video bhot hard ////////////////////////////////// Very good sir nice sir ⚡⚡⚡⚡⚡⚡⚡,1,0.9979144930839539
It' crazy to think that Justin Bieber is 27 almost 28 years old and Jaden Smith is 23 years. Funny how time flies,1,0.605783224105835
What rubbish song . The worst song heard in millennium. Wish would have died before hearing this song? would not call this even song,0,0.9940729141235352
My childhood crush and favorite singer💜🥺 Edit:he is my always favorite singer ❣️,1,0.9960227608680725
just spotted Drake in this video 1:14,1,0.841022253036499
It’ so good afterwards time back time here still is it better yes,1,0.9973524808883667
’ not fans off singer mostly rappers but Justin bieber just is my favourite he is the best singer,0,0.7097234725952148
Ludacris is the goat,0,0.8229238390922546
People say emienm fastest but really it’ ludacris,0,0.9274485111236572
Hii Justin. am your fan... listen your song every day... like your song...,1,0.9969033002853394
11 years later and this song is my favorite song,1,0.9923606514930725
like this song and like the voice justin bieber (2022) 😊,1,0.9971007108688354
This song is my crush' favourite 😍😍,1,0.9962602257728577
Hating this song 11 years ago was great . Would give anything to hate it again 😂.,0,0.9572718739509583
In 2022...👇,1,0.9368001222610474
Why 2.6b veiws?,0,0.86911940574646
This song and “Wait Second!” by Lukaz just hits different in early 2022. Times may be tough but everything going to be okay in the end. hope everyone is doing well. love you all! 💕,1,0.9858503937721252
But eybu,1,0.7900207042694092
11 years later now 2022 : just realised Drake was on this MV. fuck me,0,0.950385570526123
12 years later and this song still hits different. Truly masterpiece..,1,0.9907078742980957
Drake was in the video. Canadian support 🇨🇦,1,0.9385078549385071
Drake was in the video,1,0.7338348627090454
"Peaches now surpasses 1 billion streams on Spotify and sets new record for Justin Bieber as the first singer in the world to have 10 songs surpasses 1 billion streams on Spotify and also Justin Bieber has 9 songs surpasses 1 billion streams on Youtube Beliebers ❤, Beauty And Beat now 987 million streams on Youtube, let' keep streaming get 1 billion streams to make Justin Bieber 10th song surpasses 1 billion streams on Youtube Proud of you Justin Bieber 👑😘😭😭😭",1,0.9972888827323914
Who are they ...who dislike this song.. 2022,0,0.9905823469161987
love you Jastin,1,0.9955520629882812
"Its January 2022, let us see how many legends are listening to this masterpiece ❤",1,0.9939795136451721
love Justin ❤️ any time 😍 any where,1,0.9979314804077148
2010 : people hear this song 2022 : people check the views,1,0.5449826717376709
Justin Bieber.😍🇱🇰,1,0.996340274810791
My 6 yrs daughter asking for this song today 6:21 am 😂,0,0.8910353183746338
Still listing to this....can' believe it' been 12 years,1,0.691495418548584
love this song wooooooow,1,0.9966913461685181
Can somone keep publishing the dislikes count ?,0,0.9912409782409668
3:16 🤭 The dream of the haters at the time,0,0.9913632869720459
Me noticing Drake after all this time 😂,0,0.5561648011207581
Nice song 😊❤️🇳🇵,1,0.9982592463493347
Are still here,1,0.6295551657676697
This song got stuck in my ❤ REALLY,1,0.9979667067527771
The comically large shoes... smh.,0,0.9872139096260071
It' my aunt favourite,1,0.9919070601463318
Justin Bieber - Baby (official music video) ft. Ludacris,1,0.8092343807220459
still obsessed to this song❤️❤️beliber🤘🤘,1,0.996523380279541
Who else is listening to this in 26 January 2022?,0,0.5782267451286316
best song ever listen,1,0.9965879917144775
🥰❤❤❤💝👌💏,1,0.9982728362083435
Bruh song,0,0.6287840008735657
miss my childhood life ...Definitely Justin is my first love before known Kpop.,1,0.754483163356781
Super song brother like it,1,0.99396812915802
Justin Bieber New Song :,1,0.8356995582580566
've listened to this song all it' life and still put it on repeat. never get enough of it lol JB,1,0.9859321117401123
good at singing,1,0.9901650547981262
2010: Justin Bieber was so cute 2022: Justin Bieber is so handsome,1,0.9967078566551208
The Childhood Playlist !!!!!,1,0.8989807963371277
MADER COOT,1,0.6342988610267639
All these years and just noticed Drake in this MV,1,0.7932479381561279
My mom knows JB was my first love ❤️,1,0.9950278997421265
Your all songs is 👍💫,1,0.9984008073806763
Very very nice song love this song❤️❤️,1,0.9978246688842773
men miss these days,0,0.9470685720443726
Not me watching this at 12 am on my 22nd birthday,0,0.8480849862098694
"Absolutely hated this song when it dropped and was kid. see the greatness in it now, 11 YEARS LATER.",0,0.7197954058647156
26 01 2022,1,0.5361867547035217
Anyone came to see how many dislikes and his had?,0,0.9956170320510864
Bro rude,0,0.9930267333984375
It' crazy how many people come back to this everyday. This song is legendary..💕,1,0.9839845895767212
"It' January 2022, let' see how many legends are listening to this masterpiece..💕",1,0.9903764128684998
"the video has precisely 12,629,962 dislikes as of now. See you in 5 years",0,0.9975002408027649
Why does he look 13 though,0,0.8786773085594177
Who are watching in 2023,1,0.6034126281738281
Ahahah,1,0.9504754543304443
Help ' having flashbacks to all my friends relaying this song over and over again when this song came out. *screaming*,0,0.8196884989738464
Justin Bieber love you,1,0.9971873760223389
Hoooowooo,0,0.8948519825935364
POV: It' 2022 and your coming to see how many legends still listen to this 🙂,1,0.6513099074363708
Luda look like chapperone on dis bihh,0,0.9447983503341675
Let' see how many legends are seeing this in 2022,1,0.7841910123825073
Love the song 11year as past and still like this song,1,0.9950926303863525
Who are the legends in the world' right now🔥🎤,0,0.9728150367736816
JUSTIN MY BOYYYY,1,0.9721357822418213
2022?? 🥰,0,0.9929988384246826
"""Ayo 😳""",0,0.9900858998298645
Haii baby in 2022 ✨😚,1,0.9959111213684082
Songs 🔥🤟💥🧠,0,0.943603515625
This song' on fire justbreathe,1,0.9959245920181274
1:14 just saw Drake,1,0.5850889086723328
26 jan 2022,0,0.5012248754501343
like the yo and uh huh parts,1,0.95735102891922
Hello love justin 2022🇱🇷🇱🇷🇱🇷🇱🇷🇱🇷,1,0.9936602711677551
2022... Who' still here 😂😂😂,0,0.5575364828109741
was the only one who used this song to sing girl🤔😂😂😂,0,0.8683164119720459
love this song when Justin Bieber was young,1,0.9906148910522461
"It’ almost febuary 2022, let’ see how many people are listening to this masterpiece!",1,0.9504111409187317
Beuriful Beuriful Beuriful 💕 Love You.... Music Love 💕,1,0.9974403381347656
If you watch this 13 years later your childhood is awesome 😊 2022 anyone? -Philippines ❤️,1,0.9960415959358215
"Ngl thought it was weird that 12 year old kid kept hitting on 16 year old and she keeps trying run away but justin bieber is like ""OH BABY BABY NO HO HO YOUR GOING NO WHERE.""",0,0.9613546133041382
Hi Justin Bieber love you,1,0.9980959296226501
remember back then this song is the most hated and dislike in youtube lmao,0,0.9910824298858643
"It' January 2022, Let' See how many legends are listening to this masterpiece ❤️❤️❤️❤️❤️",1,0.9969794750213623
Noop,0,0.9781776666641235
"Watching video from small phone nokiac2 and then now can watch from andriod,iphone and even from HD youtube",1,0.7713966369628906
This song and “Wait Second!” by Lukaz are some of the only things getting me through the beginning of 2022 ❤️ Times may be tough but everything going to be okay in the end. hope everyone is doing well. love you 💝💝,1,0.9931898713111877
anyone here in 2022,1,0.6000327467918396
Still my favourite,1,0.9954774975776672
Is this sang by boy or girl?,0,0.5603916049003601
Why did they remove the dislikes 😭😭 took away the purpose to come to listen this song 😤🤪,0,0.9918955564498901
justine bieber has so much followers . anyone wanted to be singer here ? 😊,1,0.8884423971176147
forgot drake is in here lmao,0,0.6893323659896851
Listening at 2022,1,0.6465539932250977
LOVE YOU JUSTIN THIS IS THE BEST SONG #1 SONGBEST SONG ON YOUTUBE,1,0.9982560873031616
1:14 What the Drake doing ?,0,0.8653461337089539
Legend 🇧🇩2022,1,0.9475245475769043
2022😌😌😌,1,0.9962157607078552
like this song very much love from India,1,0.9973983764648438
Dislike are all from -pop fans Those gay-pops,0,0.9947693943977356
2.6B view 😱😱 🇧🇩 Like 20M Omg🥰,0,0.6984174251556396
OH HAHAHHA 😆😆😆😆😆😆,1,0.9842628836631775
"JUST LOVE THIS SONG IT' 2022 BUT NO CHANGE FOR ME , HEHE ,PLEASE DO NOT DISLIKE THIS SONG ,THIS IS THE MASTERPIECE LOVE YOU JUSTIN FROM INDIA",1,0.9924904108047485
Had been only hearing this song since long years but finally watched now😲😁,0,0.9909487962722778
Welcome In 2023 😂,0,0.7881064414978027
When baby warewolf howls..!! 😭,0,0.9917809963226318
Lovely lovely 👑🥰👑❤️😉,1,0.998561441898346
is that drake at 1:14 :,0,0.6626229882240295
Wow by the number of likes can tell this is such great song! Everyone seems to enjoy it.,1,0.9971849918365479
used to listen this master-piece every morning while having my breakfast. know it' freak still won' going to stop that habit.😂,1,0.6296480894088745
Legends who are watching in 2022🥳😂😂,0,0.8224121928215027
You guys broke my heart... You supposed to be stay together... Isn’ It was your first love.... This song hurt me always 💔💔,0,0.9940358400344849
Nice wonderful song,1,0.9964832067489624
This song is cute it' Justin Bieber song and then we are just friends but reminds me of Oahu Jennifer abaya ' from Oahu too :)) hi perryboy shout out to you dedicate this song to you love Jennifer Marie abaya baby ohhh thought you' aka bj killea,1,0.9901246428489685
what the heck is going on at 3:17,0,0.9068987965583801
Bieber should make billions by now all those views 😎,1,0.6236116886138916
- How to make Paper Airplane - Top and Best Paper Planes in the World - The Plane can fly,1,0.9744204878807068
this kid look like the one his hair pink 💞,0,0.9805384874343872
Go to jail,0,0.9799108505249023
You have to,1,0.5928581357002258
Why no Jordan,0,0.8442584276199341
Why Wellingborough,1,0.5439167618751526
Turn into uncle decker,0,0.9529572129249573
In 2022 who are the listing this song. ?,1,0.5183453559875488
Jordan sits in the middle,1,0.6996049284934998
In the car trusted,1,0.9381226897239685
Why step mum,0,0.8346025943756104
Stop it Allison,0,0.9816672205924988
This song old but so awesome 😍😍,1,0.9930793046951294
Any delete,0,0.9030872583389282
Why diasability,0,0.6596542596817017
No get out,0,0.6545169353485107
Light skin girl,1,0.8137595653533936
Who is legens listening in 2022,0,0.513884961605072
Holy shit my comment just showed up commented that like 11 years ago but its just showed up,0,0.7484158277511597
This is my favourite song.this song never get old,1,0.9924628138542175
"Absolute garbage, love it!",1,0.9800958037376404
ANAPALA🇧🇷😍😍😍😍,1,0.9941151142120361
WHO CAMED SEE THIS VIDEO IS GET MOST DISLIKE BY FACT CHANNEL 🤣😎,0,0.9938116073608398
This reminds me ’ still single lmao,0,0.8119291663169861
Anyone listen this song 2022??,0,0.8475567102432251
Is she selina gomez???,0,0.7036250829696655
He still has the same fashion sense.,1,0.8782630562782288
Young JB without ugly tattoo...so beautiful.,1,0.9900920391082764
Justin Bieber god of pop music and you are voice god gifted ♥️🤙,1,0.9955503940582275
What song you are best singer and dancer,1,0.8250373601913452
Wow what song justin beiber,1,0.9221851229667664
Dangg came here for the dislikes,0,0.9903439283370972
Best song ever ❤️❤️,1,0.9982891082763672
When was thirteen had my first love gagdgsvsvshshshshsvshshbsvdhshsbssjhshs,0,0.9623695015907288
"11 Years have Passed But, this Song Will Always Remain Masterpiece ✨💟",1,0.9963358044624329
love 💕 these song so much 💗💗💗💗💗💗💗💗,1,0.998043954372406
Lagu warnet,0,0.6363763213157654
Fav childhood song😌,1,0.9841141700744629
can' understand this is THE Justin Beiber,1,0.5829586386680603
You know you love me know you care ....❤️,1,0.9976521730422974
12m dislike on this video 🤣,0,0.9977964162826538
Killer song,1,0.8498679995536804
"Who' sad about YouTube disabling ""dislike"" button ? :/",0,0.8991430997848511
It Use To Be My Favourite Song🖤🔥 still Remember My First Love😊🖤 Miss 2013💔💔 And Now She Got Married With Some one Else💔,0,0.6471186876296997
Fun fact: Drake is actually in this music video. He’ in the left at 1:14.,1,0.8443288207054138
After 11 years ❤❤,1,0.9963103532791138
11 years ago how,0,0.5481078624725342
"Every time listen to old songs, just want to go back in time and enjoy my childhood life even more. ' also wondering what will be doing when they shoot this music video.",1,0.9858609437942505
Justin' like an adult means how many years have passed. But this song is still not old love this song man,1,0.9767245650291443
So sweet song😍😍😍,1,0.9976029396057129
' the dislike button,0,0.9931222200393677
We still sing this song in classroom...love from india❤️ -katy👍,1,0.9970901012420654
"""They say that legends are still coming back for this masterpiece till this day!""",1,0.9931257367134094
January 2022💗,0,0.7416614294052124
"For most of the Indians, the song brought into the world of English albums.",1,0.6919892430305481
Iconic song never old,1,0.9783657193183899
The only English song love from my childhood ☺️😍😍😍😍,1,0.996492326259613
1:14 WAIT IS NOT THAT DRAKE AT THE LEFT??!!,0,0.9334167242050171
"love justin, please eat me, :))))))))))",1,0.9911757111549377
2.02 is that guy is drake ??,0,0.7229770421981812
The first english song which listened 😍,1,0.9660463929176331
gust forgot my problems when listen this 😘😘,1,0.9944466948509216
JB 💋💓,1,0.9977591037750244
Still can' believe was in this video lmao,0,0.9178586006164551
was like 1st yr High school living my parents when this song blew and now ' paying my own bills 😂,0,0.9723590016365051
Who is listening this masterpiece in 2022 ?,1,0.9551296830177307
Who are listening this song in 2022?😎,0,0.9285901784896851
"When it comes to being happy, there' no right or wrong. It' just battle between your happiness & THEIR JUDGMENT.",1,0.7855212688446045
Op Justin biber,1,0.5891682505607605
Yes,1,0.9960216283798218
Why is this like 12 year old hitting on some 25 year old ( swear if they are the same age 💀),0,0.9404643177986145
This still hits different,0,0.7664049863815308
Wow nice song,1,0.9959760904312134
Old memories! Cute video!,1,0.9967300295829773
Justin Bieber is swagin just like me,1,0.6427904963493347
TE AMO JUSTIN!!!,1,0.9937708973884583
ayo its 2022 and just noticed that in this video there is drake tf,0,0.7141145467758179
didn’ know light yagami could sing.,1,0.6390135884284973
This song is certified hood classic,1,0.9872568845748901
No more dislikes on Youtube make this Song not so hated,1,0.7957706451416016
No dislikes? Must be good.,1,0.9819474816322327
still haven’ forgiven Ludacris for this atrocity,0,0.990980863571167
Wow 20 million likes!!!! Must be awesome song!,1,0.9910904169082642
So we not going to talk about how we saw drake in the video,0,0.848131000995636
"Who oh january 24, 2022",0,0.6696076989173889
Why is drake there 1:15,0,0.8497212529182434
It is crazy how many people like this song,1,0.9800682067871094
Love Your YouTube Chano,1,0.9974982738494873
Love you bro nice song girl is best,1,0.9972710609436035
"don' understand how someone can dislike this much amazing song, this was the first English song have listened, and it' really fantastic",1,0.9221267104148865
Anyone else pissed they removed the like button. Now we can’ check the dislikes on this. ☠️⚰️,0,0.9107579588890076
Use me as dislike button....,0,0.9908525347709656
👁,1,0.7257295846939087
And he was way to young to worry as bout 💕,0,0.6384509205818176
", listening it in 2k21.... Anyone like me here in 2k21 for this song just like.... 👍👍",1,0.9894989132881165
🌈🤣😂🌈,1,0.9869388937950134
don' really understand why people hate this song it' very good,1,0.5395194888114929
love this song! justin should record it again with his voice now,1,0.9977131485939026
So so nice the song. feel like to sing tje song.,1,0.9968615770339966
Use my comment as dislike,0,0.9954885840415955
"Wow! 20 Million likes, people must love this song!",1,0.9917096495628357
-100000 respect for drake HES THERE HOW THE FOF DO THAT OoF,1,0.9912198781967163
😭😭😭 no hate but want to know how much dislike has this video received till 2022🥺🥺,0,0.9625146389007568
Anybody from 2099 hit like here,1,0.9780197739601135
11 years gone,0,0.7909239530563354
Best song evere,1,0.7477651238441467
still love this song. 2010-2022,1,0.9952510595321655
This song and “Wait Second!” by Lukaz are the only songs that can brighten my day no matter how bad it was. Thank god for music. love you! 💕,1,0.9922682642936707
miss Jelena lot💔,0,0.9935120344161987
Op song love it ❤️,1,0.9981024265289307
Good song ossam,1,0.9963927865028381
😁❤️,1,0.9962986707687378
Ohhhh this song it' back me to the old perfect days 😒😔,0,0.8782212734222412
We love JB💞,1,0.9972736239433289
Babe love 💓,1,0.9976872801780701
11 years,1,0.5348193049430847
🚩🚩🚩🚩❤🔥,1,0.997965395450592
"the song is very good and , from mexico and speak spanish am not speak inglish",1,0.9952458143234253
wonder where he is now,0,0.819492757320404
ALL MY ARMY' PUT YOUR HANDS UP!!!!!!!!!!!!!!!!,0,0.9623878002166748
My hands- scrolling comments My eyes- seeing comments My mouth- singing this song My heart- beating like this song goes ' so busy right now 😌☺️🔥 Even you right??🔥,1,0.8908095359802246
Where are the dislikes,0,0.9391783475875854
My kids are going to grow up loving Bieber without doubt❤️,1,0.9969708919525146
"1:14 wait,,,Are they Drake and Tinashe?",0,0.7557148337364197
This is great piece of song and entertainment with the cool clean boy look with natural hair. Thanks Justin Bieber.,1,0.9975163340568542
"Was bored,and here now😉",0,0.6694797277450562
will come after 10 years All those who want to come with me comment here,1,0.7220733165740967
From future,1,0.6528648734092712
Someone looks like Drake in the video 1:22,0,0.501422643661499
Love is justin ❤️,1,0.9980276823043823
love how we can' tell anymore if this is the most disliked video on the platform or something else becasue they made it impossible to see.,0,0.8777045607566833
Who would like to see how many this have dislikes? Haha,0,0.9797701835632324
"This song really never gets old , good times ..",1,0.9959195852279663
"2022..…🥰 Love from northeast India, Assam",1,0.9822447896003723
Masterpiece! Never gets old❤️✌🏻,1,0.9983988404273987
"bro, how did end up here,💀",0,0.9863187670707703
"Who’ Watching? January 24, 2022",0,0.5875014066696167
Ma all time favorite,1,0.9906541705131531
Grow up kiddo (with kindness),1,0.8646103739738464
Heyy justin,1,0.8507095575332642
Who this girl is 😍😍,1,0.9966225624084473
am in 🇱🇰 sri Lanka woooooooooooooooooooow ❤💝,1,0.9973012208938599
Like home,1,0.9911888241767883
"Guys please stop asking who' there in 2022 , bcz we are going to hear it forever 🔥",0,0.9923365712165833
2022 Happy new year,1,0.9969161748886108
Will never get old for me. Love ❤ Justin .,1,0.9970652461051941
This song never gets old! 11 years ago but comment is still alive,1,0.9823614954948425
This song never gets OLD! Let' see how many legends are listening to this masterpiece💚,1,0.9966004490852356
Love you are song,1,0.9914740920066833
This song never will be old for me 😘❤️ love this song ❤️😍,1,0.998176634311676
Congratulations most disliked music video🙂,0,0.9494112730026245
"His dream came true,No more dislikes ever",1,0.987640917301178
Damn miss these days,0,0.9884235262870789
Drake in this song🙄 really shocked me!!!,1,0.5098922252655029
Is that guy was Drake ??,0,0.6513048410415649
"This Song will never get ""Old""",1,0.9772894382476807
Since 10 years this track has been occupied one of the highest peak in my ♥ ... 🇧🇩🇧🇩,1,0.9966068267822266
Every single mofo have listened this song,0,0.6868044137954712
Now it' already 2022 :),1,0.8602316379547119
really wish they didn' remove the dislike button,0,0.994765043258667
Anyone in 2022 listening to this,1,0.5143819451332092
love this song very much .,1,0.996259331703186
Stay is nice song in 2022,1,0.9920327663421631
Omg will this song ever get old?,0,0.7978755235671997
Love song 💖,1,0.9961593151092529
😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻,1,0.5911363363265991
Yester,1,0.9909334182739258
"*""It' January 2022, let us see how many legends are listening to this masterpiece ""* ..💚",1,0.9795961380004883
*This is where started to become fan of his!*,1,0.9877700209617615
* don' care what anyone says this song and video is still iconic. ' not huge fan of Justin but will give him credit for making bop.*,1,0.9014707803726196
Why do like this now when just minute ago couldn’ stand it,0,0.6213091611862183
His voice is so different lmao,0,0.6707293391227722
Kon kon from india hai🤙,0,0.8927148580551147
' from 2022 still rocking... 💥💥,1,0.9986266493797302
When was 13 had my first love WHAIAIankdnhasieuaiwnakebiahwiaabove,1,0.7803652286529541
remember was in the 2nd grade and called him gay for this song and this girl told on me. So the teacher came up to me and told me that wasn’ ok,0,0.9791046977043152
"set this as my alarm, wake up 30 minutes before just to turn it off",1,0.5357658863067627
What is the girl name?,0,0.5171310901641846
It' so gooooooood Amazing music 🎶 Like my resin art~~~~♡♡♡♡♡♡🤗😊🤔🤑,1,0.9973597526550293
2022 love this song 🥺♥️,1,0.997561514377594
Let Us how many legend watching this masterpiece in 2022 🤗🤗👈🏻,1,0.9591485261917114
who is here in 2022🤣,0,0.9207003116607666
Damn bro just realized drake is on the video,0,0.8623413443565369
Lmao time went by fast. was eleven when this shit came out,0,0.5967282652854919
"Damn this song got 2.6 billion views and 20 million likes, it must be so good!",1,0.6838446259498596
1:14 jo since when drake sittin' there??,0,0.8221340775489807
11 year' passed but this song is still masterpiece 💞🌹,1,0.9962527751922607
Drake? 1:15?,1,0.6672922968864441
"The music video is fucking cringe, but the actual song bops",0,0.9078017473220825
"There really is nothing to dislike about this song, its so perfectly made.",1,0.9867836236953735
This song will never leave us it will always be in our hearts❤❤❤,1,0.9959313273429871
24 January 2022,0,0.5076761841773987
2022 but ' there,0,0.5758741497993469
Biba,1,0.7424870133399963
Do Not judge me 've been counting how many times he got rejected,0,0.815497875213623
"Can' believe there' people still listening to drugs 💀💀💀 If you disagree to me, you never will understand what reputation this video had. Also, justin beiber sucks!!11!1!",0,0.5956842303276062
When you come to check how many dislikes this video got but they don’ show the dislikes anymore…,0,0.9791783094406128
came to see how many dislikes it has just when remembered YouTube got rid of that feature,0,0.9830954074859619
Super Justin,1,0.9960879683494568
WHO is listening this right now ?,0,0.6629725098609924
my first love broke my heart for the first time and was like baby baby baby ooooh,1,0.7869783639907837
"' from Russia, in the USA they really still go with such precheski",0,0.7827274203300476
am from 2022 haha,1,0.689419150352478
"This song is so special, was 5 years old, when this music video came out.",1,0.9755232930183411
This seems like decent video,1,0.9973517060279846
Whistle,0,0.5188133716583252
💔🙂,0,0.9809929728507996
HOLLYYYYY FUCK MY BR8THER WAS 11 WHEN THIS CAME OUT,0,0.995085597038269
This song is from 12 years ago and all the comments are from 2021 and 2022 bruh,0,0.9205586910247803
Joely,1,0.7766305804252625
anyone else notice drake at 1:14 😭😂,0,0.9800947308540344
"Wow. 20 million likes. People must really not hate this. Not personal attack on anyone, especially not Bieber. Just hate the fact that the absence of the dislike count can really warp opinions, and shows no transparency.",1,0.646238386631012
don' believe this song was before was born omg,0,0.9334375858306885
They took away the dislike count feature. Youtube will never be the same...,0,0.9686611294746399
Pollo Ililooilkw want to Barbie,0,0.5806357860565186
this is my favourite song for you very nice song ❤️❤️,1,0.9981060028076172
this song just hits different,1,0.9296855330467224
This song is the most disliked song in the world.🙄 Why do people dislike this song??,0,0.9935469031333923
holy shit the views,1,0.8296406269073486
"From India, this is the first English heard in my childhood",1,0.5627050399780273
Drake do be there though,1,0.6369600892066956
in 2022 ???,0,0.7978321313858032
Really 11 years ago?🤣,0,0.9856221079826355
Baby oh baby baby baby,1,0.9957876205444336
All singles comment and like 👍👍✍️ here,1,0.9925950765609741
Yes 🙌🏻,1,0.9981696009635925
anyone see drake,1,0.6587207317352295
like this song and am dancer boy,1,0.9952026009559631
Legends listen this masterpiece in 2022.😂,1,0.9223111867904663
Yo why is drake In this,0,0.8561779856681824
Who are listening this song in 2022,0,0.5113905668258667
Reply do kon kon dekhte ho ye song like karo,0,0.535933792591095
Best song and ' too lazy to listen to it❤️😍😍😍,1,0.9963473081588745
It is kind of eird this song 2billon views and his subscriber like somewhere between 60 and 70,0,0.9220881462097168
Anyone in 2022 ?😂,0,0.9438350200653076
Okay he was cute,1,0.9967696070671082
Kreed,1,0.5062291026115417
Very nice❤,1,0.9983028769493103
Your cool,1,0.9930059909820557
joe smells,1,0.577308177947998
"YouTube most dislike song. The number of dislike of this song is 12,627,070.",0,0.9918122291564941
1:14 Poor Drake had to be an extra in this video before he became Drake,0,0.9410790801048279
"Those who hv disliked this amazing video , think they should do their covid test as, taste is one of the main symptom",0,0.9653353691101074
am listening this legendary song in 2022,1,0.8752629160881042
is thT selena gomez,0,0.5645756125450134
love ❤️ this song,1,0.997941255569458
0:14 That white shirt girl💜 looks like an Indian💚💚💚...,1,0.8389720320701599
Yo why this mopho drake in the vid yo 1:14,0,0.6938181519508362
🖤🌺,1,0.9947152137756348
"""Forget about the dislikes, this song is FIREEEE"" Youtube: And took that literally.",1,0.9805716872215271
At 1:21 there is drake,0,0.7483413219451904
Hi❤️❤️❤️❤️❤️❤️,1,0.997124433517456
Watching in 2022 ..it refreshed my childhood..🥀😌,1,0.9949546456336975
Drake just sittin there 😂,0,0.5695704221725464
When we were kids this song was our favourite song but later we hate the most 🥺why we are changing us ❤️,0,0.8496288061141968
Who else thought this song was sung by girl?,0,0.6131412386894226
Remember when everyone despised this song? Good days.,0,0.7814217805862427
🔥❤️❤️,1,0.9969291687011719
😍😌,1,0.9968072772026062
So nice voice,1,0.994906485080719
Am watching after 11 years 🤣🤣,0,0.9799980521202087
banger of tune. 💯🎵🎶🎧🎙,1,0.9973523616790771
This is so liked and so disliked at the same time,0,0.787766695022583
Anyone from India 🇮🇳 ???,0,0.8662760257720947
HE IS THE BESTTTTT,1,0.9942967891693115
"2022, anyone??",0,0.7279471158981323
My all time favourite❤️❤️,1,0.9984063506126404
2010 : People hear this song 2021: People check the views,1,0.5196146965026855
Nice 2022,1,0.9935513734817505
After 11 years❤❤,1,0.9961037635803223
HALLIE YOUR NAME SHALL BE HELL,0,0.9974831938743591
Did you guys see DG drake in there,1,0.5561614036560059
Who here in 2022 love this vibes and Justin Bieber,1,0.9966723322868347
If you are still watching this in 2022 you are such legend ..,1,0.8858805298805237
don' know if can help in any way can get ride to the on Fllllll and will be there at the same time,0,0.771377444267273
Hei,1,0.7385784387588501
Hhe,1,0.7069292068481445
this song brought us so many memories . am not fan of jb but this song is very much good (even did not listen much english songs)😀😀,1,0.990242600440979
Best song💓💓,1,0.9981601238250732
"Almost 11 years later ,and ' still vibing to this masterpiece.",1,0.9958322644233704
Who are the legend listen in January 2022,1,0.7483405470848083
Lovers 2022.,1,0.9642468690872192
156th time am here ✨❤️❤️❤️❤️,1,0.9977458119392395
Let' see how many legends are seeing this song 23 jan 2022,1,0.7713097929954529
Jastin bibar is legend boy 🤘🤘🤘🤘🤘,1,0.9970611333847046
Yoy you the best keep going,1,0.9953032732009888
Attendance of 2022,1,0.6211041212081909
love from nepal,1,0.9972454905509949
"think children justin was more cute and hot than before ... When this song relished my ega 9 years ,then do not know who justin ... 🤣 but still know how is he 😊💕 ,দারুন 💋",1,0.9849995374679565
It' mind blowing 🔥🔥🔥💞,1,0.9967641234397888
2022 🦋🤘,0,0.9910150170326233
Who listening this song in 2022 One like,1,0.9337206482887268
Only legends come this song every year,1,0.9268620610237122
The first song of young legend who is now great music artist 👌,1,0.9899317026138306
remember that song from 2015 Esti now,0,0.5499508380889893
Who is here after we can' see dislikes of this song,0,0.9883424043655396
7 years ✨,1,0.9464040398597717
Anybody is watching from India😊😊😊,1,0.9933813810348511
Can anyone guess the dislikes in the video?!,0,0.9961514472961426
love song ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1,0.9984577894210815
Dislike hide in this one feels illegal lol,0,0.9945156574249268
from indian occupied Kashmir and the big fan of Justin Bieber 🥰🥰🥰🥰,1,0.9606019258499146
was 0 years old when this song came out!!!,1,0.6109513640403748
thougt this song was sing by girl until saw the video song,1,0.7514086961746216
