sequence,label
thought girl singing realise boy,0
best song ever rare eeeeeeee love justin,1
song always great reminder,1
song hit forever beatingheartfaceblowingakiss,1
handsome smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
gulp gulp gukpo,0
watch 12yrs eyeseyes,1
advisable trust anyone,0
world full liars,0
hibiscus bridgeatnight hibiscus,1
phone getting switched since april signs relief,0
song came nine days oldloudlycryingfaceloudlycryingface,0
good god hair awful,0
eleven years old song came twenty-three even many years song still feels like new redheart,1
love,1
twelve year later,1
belive twelve years old,0
song still touches heart even twelve years,1
two thousand twenty-two still goin master piece,1
drake one hundred fourteen,1
whattttt theeeeee hack kkkkkkkkkkfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearflushedfaceflushedfaceflushedfaceflushedfacewearycatwearycatwearycatwearycatwearycatwearycat subscribersfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfearfacescreaminginfear,0
beamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyes,0
two hundred thirteen part literally thought songlyrics part nung ako thirteen mukha akong thirty atay rollingonthefloorlaughing,0
still favoritesmilingfacewithhearteyes super,1
backhandindexpointingrightsmilingfacewithheartsredheart,1
want puke,0
tapped video ludacris,1
fifteen years later song still style,1
hitts like nostalgia,1
love love love,1
awww justin bieber two thousand twenty-two,1
baby,1
twelve years realized drake video,1
perfect teen age thought thumbsup,1
boy used give whole heart three,1
fact adults also jamming,1
unhealthy watching everyday facewithtearsofjoypurpleheartredheart,1
future,1
drake flushedfacegoat,1
loudlycryingface future,0
two thousand twenty-two still stock song redheartredheart,1
"12year ago still listen song twenty million , two hundred twenty-one thousand twenty-one",1
song never gets old,1
yowww six years old vibin dancing song crush justin eighteen song never gets old,1
like song nice give ten ten smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesredheartredheartsparklingheartsparklingheartkisskisskisskisssmilingfacewithhearteyesredheartsparklingheartkiss,1
twelve yrs fandom completedloudlycryingfaceredheartmy first crushpleadingfaceheartwithribbon,1
welcome back comments two thousand twenty-two,1
listening 2022thumbsuplightskintone,1
two months left two thousand twenty-three still stucked first english song listened wish would last,1
worry dear friends listen masterpiece two thousand twenty-two,1
would sell life end ascend right hand father,1
live dorky fantasy world come make happen,0
hope antichrist rises human makes kill commit suicide know one day walking street car hits one hundred one mph,0
pome,1
pedophile ass say watch behind watch might expelled kids fucking loser needs someone without dad trees a6 stupid ass community plus sons pussy,0
look much little guy changed,1
yellowheartredheartblueheart,1
nood song,1
goned lifefreefire,1
two thousand twenty-two always loved song,1
search old songs search old memories smilingfacewithheartsredheart,1
tube channel kashmiri content maker,1
love school program,1
smilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,0
like psy ruled gangam stylejb masterpiece baby,1
nice song ever,1
nani,1
even isis kim jong agreed unethical use song torture people,0
thirty-two years still listening,1
five years born,1
seven years old still like song,1
check views else,1
hi two thousand twenty-two facewithhandovermouth,1
two thousand twenty-two still smilingfacewithopenhands,1
song never get old twelve years,1
catwithwrysmilesmilingfacewithhearteyes,1
like song smilingfacewithhearteyes,1
qween ye perfect thanks watsons friends ye ye yeah okay okay,1
wdser love okay,1
drake osent look different,0
"twenty million , one hundred two thousand twenty-two",1
still bop,1
baby baby baby oh lmao,1
two thousand twenty-two miss timecryingface,0
song bangs,1
rodrick heffely nice song,1
reminds kate snl,1
korean song english teacher played elementary school eight years ago,1
first time,1
six years facewithtearsofjoyfacewithtearsofjoy,1
great cover l ded diper song,1
awesome musicalnote musicalnote musicalnote musical joint justin bieber featuring ludacris peace respect sharing beautiful richness theirsuprightarrowkissingfacewithclosedeyes,1
still best okhand,1
kid time amazing still successful man music earth baby tooth got carried away respect becoz cnt fuking justin bieber apna mooh fucking bndh rakho,0
two thousand thirty loves song,1
still legend song smilingfacewithsmilingeyes,1
cool kid wonder cinema feeling,1
amazes see justin bieber grown yet,1
oh superbstarstruck,1
still listening song 2022smilingfacewithsmilingeyesredheart,1
heartsuitwhiteheart,1
beibe,1
oho god wlvwlery coll,0
song released twelve married father one son song never goes stylefire,1
song gangsta,1
two thousand twenty-two heartsuit,1
started listening song nine know fourteen still like much,1
one hundred twenty-one thousand twenty-two,1
uwu,1
two thousand twenty-two redheartfrom bangladesh bangladesh,1
favorite song life,1
ohoohwhoaohohohoh ohoohwhoaohohohoh ohoohwhoaoh ohohohoh know love yo know care uhhuh shout whenever yo uhhuh love yo heart uhhuh never ever ever apart yo uhhuh item yo girl quit playin uhhuh friends yo sayin uhhuh said another yo looked right eyes uhhuh first love broke heart first time hook like yo uhhuh baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine oh would done whatever uhhuh believe together yo uhhuh want play cool yo losin uhhuh buy anything yo buy ring uhhuh pieces yo baby fix uhhuh shake til wake bad dream yo uhhuh going oh uhhuh believe first love around like baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks woo made heart pound skip beat see street school playground really want see weekend knows got dazin amazin heart breakin keep sayin baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
first time everyone realised worth hate guy,0
keep watching song love,1
became tattooed punk thinkingfacefacewithmonoclefacewithraisedeyebrowfacewithtearsofjoyrollingonthefloorlaughingbeamingfacewithsmilingeyesgrinningfacewithsweatgrinningsquintingface throwing eggs private houses houseshousewithgardenhousewithgarden,0
graduations justin bieber hit seven hundred three million subscribers,1
believe song came born still soo good redheartredheart,1
wtf almost 5m comments,0
ninja,1
love song much,1
love babyyyyyyyy,1
ah yes one songs deserves god damn respect,1
yes thirty first loverevolvinghearts,1
still 2022facewithtearsofjoypartypopperredheart,1
forever song musicalnote redheart twohearts beatingheart heartsuit yellowheart,1
love delhi coming waiting redheart,1
ooooo dearest almighty allah please fly flag la ilaha illallah bring truth beauty justice peace whole mankind family world amin,1
ludacris sounds like rm,1
bieber oh whoaohohohoh oh whoaohohoh oh oh whoa ohohoh oh ohoh oh ohoh oh justin bieber ludacris know love know care yo uhhuh shout whenever yo uhhuh love heart yo uhhuh never ever ever apart yo uhhuh item girl quit playin yo uhhuh friends sayin yo uhhuh said another looked right eyes yo uhhuh first love broke heart first time like yo uhhuh justin bieber baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine justin bieber ludacris oh would done whatever yo uhhuh believe together yo uhhuh want play cool losin yo uhhuh buy anything buy ring yo uhhuh pieces baby fix yo uhhuh shake till wake bad dream yo uhhuh going yo uhhuh believe first love around like justin bieber baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine ludacris luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks woo made heart pound skip beat see street school playground really want see weekend knows got dazing amazin heart breakin keep sayin justin bieber baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine baby baby baby oh like baby baby baby like baby baby baby oh thought always mine mine gone yeahyeahyeah yeahyeahyeah gone yeahyeahyeah yeahyeahyeah gone yeahyeahyeah yeahyeahyeah gone gone gone gone gone gone,1
know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another looked right eyes first love broke heart first time like baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine oh would done whatever believe together want play cool losing buy anything buy ring pieces baby fix shake till wake bad dream going believe first love around like baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks make heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oohlike baby baby baby like baby baby baby ooh thought always mine mine baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
woozyface,0
love jb sooooooooooooo much blueheart,1
listen song october 2022thumbsup,1
seven hundred twenty-nine,1
song still sounds good blueheart,1
want see like dislikefacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,1
song bad dead grandma woke turn shit,0
brazilbrazil,1
definition harassment video,0
baby baby baby oh,1
college memoryfaceblowingakiss,1
sunflower,1
hfa,1
twenty twenty-two october twenty listening song,1
two hundred forty-seven,1
good video,1
thank yougood,1
huge fanredheart,1
love music,1
love,1
feelings song redheartredheart,1
este video es la razon por el cual youtube desactivo los gusta thumbsdown,0
hello bieber love music,1
reminds school dayspleadingfacepurpleheart,1
bro song made voice better singing,1
manzoor faiz,1
first english song starstruck,1
yes twenty-two yes come back leave alone,1
fight,0
like sub,1
friends love videos,1
hey jesus loves already died cross biggest act love making possible impossible always side time fulfilled kingdom god hand repent believe gospel mark one hundred fifteen says jesus path father going address either heaven hell addressing eternal life god eternal life separated suffering,1
yasssssssssssssssssssss,1
masterpiece song luvvv everytime listen song feel relievedface nice way justin bieber look stunning song specially song vibe sis different love rajasthan,1
song fire twelve years,1
online,1
good love vietnam sent,1
fact comment section still activeflushedfaceflushedface,1
song name hate baby big time rush way better,0
americans cringe grinningface,0
love much,1
know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another looked right eyes first love broke heart first time like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine oh would done whatever believe together want play cool losin buy anything buy ring pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine ludacris luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks made heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
released eight days born aaah,1
firts love broken heart firts time,1
middle october two thousand twenty-two still hits redheartfire,1
still listening justinfaceholdingbacktearsredheartredheart,1
song kind old eyemoutheye,0
good girl nice continue inspired lot,1
song never gettin oldsparklessparklingheart 2022and still song one favourite relievedface,1
nyc song smilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,0
nothing bro walking past memories,1
ohhh ah ohhh ah ohhhh aaahhh know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another looked right eyes first love broke heart first time like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine oh would done whatever believe together want play cool losin buy anything buy ring pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine ludacris luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks made heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,1
realizing drake video,1
awesome thumbsupthumbsup,1
one hundred thirteen never knew drakerollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
still listening two thousand twenty-two two thousand ten attendence please,1
osmbeatingheart,1
smilingfacewithhearteyes nostalgia,1
nigga goat facewithtearsofjoypartypoppermandancinglightskintone,1
form bangladesh,1
like dislike ratio shows humanity changing scary,0
redheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartredheartfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakiss nice song super redheartredheartsmilingfacewithhearteyesredheartsmilingfacewithhearteyesredheartsmilingfacewithhearteyesredheart,1
drake also,1
2015my father gift phone first internet pack buy listen song still favourite love justin,1
really gf,1
two thousand twenty-two twenty-eight vividly remember song hit back high school crazy sing lyrics word word three daughters believe itrollingonthefloorlaughing,1
two thousand twenty-two october still justin beiber voice magic,1
love posted day born,1
listening songs nine 19still favourite,1
still get old smilingfacewithhalosmilingfacewithhalo,1
nineteen october two thousand twenty-two play onthumbsup,1
october two thousand twenty-two,1
"anyone october twenty million , two hundred twenty-two thousand twenty-three ah remember two thousand nineteen fav song",1
ago three four yearscomments soon two thousand twenty-three,0
worst song ever heard,0
mum always used sing littlethis brings back many memories insert crying emoji get phone,1
bro remember older cousins stanned dude would make fun justin hairstyle like four really teased itskullloudlycryingface funny nostalgic,1
thirteen first love wbedqghbrjkcejhfegr ujsfgjwavbukh,1
oh ohhhhh oh hoh whopoo ohn oh ohoehowooooooo know yhou love know yo0uo care shout whenevr ill eyo9u lnbecvr ever never ever ever ever ever ever ever ever rve rve rve rve rve rve rve rve said another look right eyes yt first love broke heart first tijmke like baby bay abyb abaya baya ohhhh thought always mine,1
wow first time watching video say hilarious facewithtearsofjoyrollingonthefloorlaughing,1
firefirefire yotubar firefirefirefire help redheartredheartredheartredheartbeatingheartbeatingheartbeatingheart,1
belive still hot mean nobody wears hammers pants still love song,1
let distract fact disliked song youtube ever,0
guyest song date,1
even kidding used biggest crush crush love song much two thousand twenty-two,1
bieber fever since two thousand ten still best musical collaboration since jackson five big ups,1
came algeria bb,0
certified hood classic,1
vem two thousand twenty-three,1
realized drake video,1
12yo listen song first time twenty-four yo cryingface miss days mom alive life good life getting boring cruel cryingfacewish youth would come backbrokenheart,0
love songs bro smilingfacewithsunglasses,1
love smilingfacewithsunglassesthumbsup,1
justin flushedface,1
song best italyredheart,1
oymandancing,0
check outslightlysmilingface,1
twenty-two anyone knows white shirt girl name,1
wow people still commenting getting tons replies even years later,1
ohhh ah ohhh ah ohhhh aaahhh know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another looked right eyes first love broke heart first time like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine oh would done whatever believe together want play cool losin buy anything buy ring pieces baby fix shake til wake bad dream going believe first love around like baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine ludacris luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks made heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine baby baby baby oooh like baby baby baby nooo like baby baby baby oooh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone cr,1
nothing music anyone remember jb got shot csi,0
love song sparklingheartsparklingheartgrowingheart,1
omg old,0
twenty-eight billion views firefire,1
love loda heartwitharrowheartwitharrowheartwitharrow,1
nice loudlycryingfaceredheart,1
good,1
possible famous since twelve yr master piece,1
ok hate quackitydsmp trying get girls like,1
still love today,1
say anythingskullpersongesturingokfacewithhandovermouth,1
love bangladesh bangladesh two thousand twenty-two,1
rodrick heffely better,1
one knew drake timeseeing drake heretime flies,1
drake doin videofacewithtearsofjoy,0
2022moaiflexedbicepslightskintone,1
good good,1
either half people dead married kids know lmaoo,0
wow starstrucksmilingfacewithhearteyes,1
coming back beautiful memories sparklesredheart,1
bad song nauseatedfacenauseatedfacenauseatedfacenauseatedface,0
song hit coz let feelings,1
like justin bieber much,1
elementary high school memories,1
bro used hate kid girls would always talk,0
twelve years later still hurts earsredheart,1
skip two hundred thirteen facewithtearsofjoy,0
cuteee,1
old one gold one firefireredheart,0
ashlyn kid,1
love song 14y young listen song musicalnote favourite song heartexclamationpleadingface know love bbe,1
shit two thousand ten long ago,0
love,1
looking back reason hated justin cuz girls shut cuz trash,0
lengendarysmilingface,1
brownsville texas viva monterey,1
one hundred forty-four stunts wild,1
rodney romeo,1
twelve year astonishedfaceastonishedfaceastonishedfaceastonishedfaceastonishedfaceastonishedfaceastonishedfaceastonishedfaceastonishedface,1
got go get angry honesty know try well apologies hope run time could someone call referee need one shot forgiveness know know made mistakes maybe twice twice mean maybe couple hundred times let oh let redeem oh redeem oh tonight need one shot second chances yeah late say sorry missing body late say sorry yeah know let late say sorry sorry yeah sorry yeah sorry yeah know let late say sorry take every single piece blame want know innocent one game two go go go go spill truth say words forget late say sorry missing body late say sorry yeah know let late say sorry trying get back missing body late say sorry yeah know let late say sorry sorry yeah sorry oh sorry yeah know let late say sorry sorry yeah sorry oh sorry yeah know let late say sorry,0
xddxd,1
beibi beibi beibi ooooo like beibi beibi beibi,1
really grown indeed cryingface,0
wow grown much second favorite singer redheart,1
honest bad song however got dislike video history,0
wow 22m likes insane,1
like see love,1
like comfused like young girlfreind boyfreind sixteen,1
morning love,1
song timeless,1
love india india,1
message future generation let song die hundredpointshundredpoints foreverglobeshowingamericas,1
two thousand twenty-two thinkingface,1
still listening oct two thousand twenty-two,1
annoying like saying baby man,0
hehe poland hehe oh easy poland oh yeah,1
two thousand twenty-two anyone still like song,1
best song smilingfacewithhearteyes,1
love yuh zyan malik well justin,1
many legends still like listen legendary song,1
damn remember getting bang like justin black received best roasting thirteen yr old could ever received time faceholdingbacktears,1
justin bieber like addiction listening one song stop,0
nice songs,1
haters still calling gay,0
anyone recognize drake lol,1
ludacris song willed friday existence,1
piper crush,1
song never gets old redheartredheartmorocco,1
kid developed fierce hate song school program high schoolers would essentially babysit elementary schoolers one high school girls looped song repeat literal hours breaks sick never wanted hear coming back actually bad long never subjected loop ever,0
forty-five goosebumps matter many times listen redheart,0
see drake,1
fun fact first video youtube hit one million dislikes,0
song generalises eve teasing girls kind dislike thing like song,1
let see many people still watching masterpiece two thousand twenty-two,1
no1 idol redheartredheartredheart,1
listening song 2022jst love song never get oldgrowingheart,1
music good wish theredheartpartypopperpartypopperpartypopperpartypopperpartypopperpartypopperpartypopper,1
two thousand twenty-two listening many emotionsstarstruck,1
song diary wimpy kid dog days,0
love song two thousand twenty-two purpleheartredheart love,1
like girls voice,1
bro drake,0
baby baby ooooh,1
loops channel,0
still remember school daysredheart,1
look like jelly lil bit,1
kid married old,1
baby song good love much,1
watching masterpeace two thousand twenty-two,1
oo,0
listening song willingly homecoming dance everybody sang time understand hated,0
forgot song even existed,0
funny looking back many grown men mad little boy lmfao,1
exploited poor kid nice kid actually exploited money,0
man love song,1
love justin bieber much,1
hmm lagunya bikin meleyotloudlycryingface,0
loy mg,1
three hundred thirteen,1
brushredheart,1
one realized drake music video,0
brazil love redheart,1
randomly thought song thinking old school friends,1
old gold redheartloudlycryingface,1
simple times song came,1
eighteen carta apolicapce principal justin bieber three carta apolicapce principal tetekito hackers triglav world htrae,1
watching two thousand twenty-two wow,1
like song justin bieber baby,1
ppp ppppp,1
good song love cousins,1
idhdhobdn0ddjbd,1
song forever,1
urban areas favorite things friends family great day isthumbsup,1
going hom great,1
childhood crush ten yrs old use watch every single minute,1
remembering world decided claim worst video ever created disliked video back know retrospective neither lyrics video bad lyrics video fun see sing think mature enough recognize grinningfacewithsweatgrinningfacewithsweatgrinningfacewithsweat,1
nostalgia fire,0
video clip horse shit horsefacehorseface,0
guys new business youtube reel rate ten,1
goofy ahh justin bieber ahh song skull,1
love justin uruguay tomas,1
thirty-two still listening mute,0
thumbsupcookie,1
never gets old,1
leaving comment month year one likes get reminded song musicalnote redheartcrossedfingers,1
name aaliyah faceblowingakissredheartkissmark,1
song dedicated vickat called baby nise namha ha,1
beautifull song,1
guy sounds like girl,1
sang song crush today slightlysmilingfacesmilingfacewithtearsneezingface,1
justin 16ear beautiful,1
amback2022and bngladesh,1
justin bieber likes latin chicks haha,1
used join justin bieber hate younger twenty-two matured lot since unironically enjoy song dude talented af,1
number one steady hand one day yakuza boss need new heart operation mistake yakuza boss die yakuza mad hide fishing boat come america english food money darryl give job house american car new woman darryl save life big secret kill yakuza boss purpose good surgeon best,0
tatti song,1
malayalees ndooyheartonfireheartonfire,0
good song musicalnoteokhand,1
omg cool,1
listin song 12years pensivefacepensivefacepensivefacepensiveface,1
kid god damn little kid kidding explodingheadexplodingheadexplodingheadexplodingheadzanyface,0
eight,1
youtube removed dislikes much,0
two thousand twenty-two smilingfacewithsmilingeyes musicalnotes,1
appear search results type eighteen foot bear,0
astonishedfaceflushedface wow,1
old justin biber fanwiltedflowersneezingfaceheartwithribbon backhandindexpointingdown,1
meand mey brother heartsuit,1
song fire justin bieber add fortnite,1
thanks reminder good time babe girl,1
old flushedfaceflushedfaceflushedface,0
tru comment four sure two buy dolls anything two,0
sidhu mooswalaredheart,1
damn old,0
redheartredheartredheartredheartredheartredheart ahhhhh voice smilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyes love song,1
leave along good singer,1
could hate song,0
hundredpointsthoughtballoon relatepartypopper,1
hundredpointsthoughtballoonfire love seriously like though partypopperredheartfacewithopenmouthsmilingfacewithsmilingeyes,1
indian nice super thumbsupthumbsupthumbsupthumbsupthumbsup,1
death note fans stop comparing light yagami,1
else returned listen masterpiece 2022fire,1
daughter likes song since four still likes itpartypopperredheartredheartlove daughter much,1
naan tamilan irunthalum enakku justien bieber song pidikkum,0
bff clicked going kill battled put,0
white people shine chance talk bout artist childhood,0
like singing,1
2010all womenall bitchesgreat songs aka 2022no bitches womentrash songs,0
renz,1
justin,1
unpopular opinion song cute adorable really sounds like something thirteen would sing,1
love song never get old redheartredheartfaceholdingbacktears,1
absolutely guys song always hit love justin best luck babessmilingfacewithsmilingeyessmilingfacewithsmilingeyesfaceblowingakiss,1
alabama tenesee gamegrinningsquintingface,0
tennessee bama game brought,1
crying inside memories,0
used watch blackberry,1
baby baby aughhh,1
two thousand twenty-two still fresh hundredpoints,1
jews nation tried kill prophet jesus pbuh could kill allah took heaven come back earth inshallah jesus respected messenger allah mentioned quran injil bible last prophet messenger muhammad pbuh name prophet muhammad mentioned one hundred four books given allah say allah one quran surah number one hundred twelve verse number one injil bible mentions jews say christians founded anythingchristians say jews founded anythingon earth globeshowingeuropeafrica warner behalf messenger everyone beware allah oneallah witness words nearglobeshowingamericas,0
twelve years later still cringe,0
best singer know redheartredheartredheartredheartredheartredheartredheartredheart,1
lyrics letra oh woah oh woah oh woah know love know care shout whenever love heart never ever ever apart item girl quit playing friends saying said another looked right eyes first love broke heart first time like baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine oh would done whatever believe together want play cool losing buy anything buy ring pieces baby fix shake till wake bad dream going believe first love around like baby baby baby ooh like baby baby baby like baby baby baby ooh thought always mine mine baby baby baby oohlike baby baby baby like baby baby baby ooh thought always mine mine luda thirteen first love nobody compared baby nobody came us could ever come going crazy oh starstruck woke daily need starbucks make heart pound skip beat see street school playground really want see weekend knows got dazing amazing heart breaking keep saying baby baby baby oohlike baby baby baby like baby baby baby ooh thought always mine mine baby baby baby oohlike baby baby baby like baby baby baby ooh thought always mine mine gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone yeah yeah yeah yeah yeah yeah gone gone gone gone gone,0
unwatchable fanfollowing song,1
kid married right old,1
anyone sang along baby joji vancouver smithereens tour intermission,1
video fifteen milions deslikes,0
love music miss selena understand maybe brings back memories guys ty people helping change comment three,1
nosmilingfacewithsmilingeyes,0
ohh wokoahhhh,0
baby smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
bop,1
nostalgia sparklingheart,1
twelve years passed still listen addicted songsmilingfacewithheartsstarstruck,1
"one hundred one thousand , five hundred twenty-two",1
"yasean da future listen better million reading shi better lot bread starting good need cashapp balance right eleven thousand , six hundred sixty-two five seven twelve",0
played song fifteen twenty-two,1
two thousand twenty-two still playlistloveyougesture,1
anyone india,1
terrific thusiastic energetic super extraordinary killer prank tip top mortealsmilingfacewithopenhandssmilingfacewithopenhands piece cake unstoppable painkiller feel faceblowingakissfaceblowingakissfaceblowingakiss love song,1
india indiayou heartsuitheartsuitredheartthinkingfacethinkingfacethinkingface,1
first line love,1
grown songcryingfaceredheart,1
cool song,1
7amiiiiiiiidd,0
drake facewithtearsofjoy,1
12yrs epic song still fav,1
song reminds childhood memories,1
listening 2k22faceblowingakisstwoheartstwoheartsredheart,1
oct two thousand twenty-two still love itredheart,1
look,1
want see anyone comment saying listening two thousand twenty-two like get,0
indiaindia like song muchvictoryhandredheart,1
twelve came,1
boy asom thanyou,1
childhood song grownup man,1
damn still love song,1
remember good memories day,1
good sone justin bieber,1
whoever needs hear jesus still loves always matter done foldedhandsredheartsmilingfacewithhalo,1
misssss dayssssssss,1
oh would done ever line hits harder crush,0
let us go justin three thousand ten baby born year love tihs songsmilingfacewithhearteyes,1
jokes aside song still good,1
one likes justin bieber,0
smilingfacesmilingfacesmilingfaceindexpointingup,1
favourite song,1
really hope jungkook share song like charlie purpleheart,1
love justin bieber,1
beatiful,1
junstin drink kkkkk,1
revolutionary,1
2bi omg,0
baby baby baby baby baby baby,1
baby yea,1
yo got dislikes,0
amazing love justin smilingfacewithsmilingeyes,1
pause video see three hundred seventeen,0
oh shit,0
fifty-two,1
long song way good,1
slow footed point guard basketball think fast ice skater,1
mlb cleveland guardian shane bieber gets song played,1
going hate young man gets plenty women attention,1
song never old people still search song,1
baby baby baby oooh thumbsup joy,1
overdose wow two thousand twenty-two redheart,1
loudlycryingfaceloudlycryingface miss childhood days wish time machine travel back year two thousand ten,0
one hated loved songs ever,0
young old,1
love song listen faceblowingakiss listen song,1
guy ruled world golden eracrownrevolvinghearts,1
believe sixteen year old could sound like seven year old literally sounds like girl never seen video finally understand little wuss got much hate,0
people like comment literally 28b views firefirefire,0
sister twelve yrs old,1
justin lighjtskin,0
love daddy,1
favourite song,1
fourteen song 1st released twenty-six married faceholdingbacktears 2yo son,1
love jb,1
india indians love preety amazing voicecanadaindia,1
song remember childhood facewithtearsofjoyfacewithtearsofjoythat osm days everyone life way many listen master piece two thousand twenty-two redheartredheartredheart,1
jo jo song ko two thousand twenty-two sun rha like krdo,1
man become justin beiber,1
best music heartsuitheartsuit,1
need go computer laptop,1
inner child still love kid justin cryingface,1
suddenly remembered baby listening redheartslightlysmilingfacebutterfly,1
hi menali srilanka,1
love much baby justinbieber,1
almost two thousand twenty-three never get song,0
justin bieber came home justin bieber suprissing meredheartredheart,1
hope dislikes lowerred,1
two thousand ten baby baby baby two thousand fifteen sorry sorry sorry two thousand twenty yummy yummy yummy,1
